"Q2_1","Q3_1","Q4_1","Q5_1","Q6_1","Q7_1","detact","age","education","gender","gender_7_TEXT","Q88","race","race_6_TEXT","politicalaffiliation","comments","Score","PROLIFIC_PID","att1","att2","att3","con1","con2","con3","attitude_score","attitude","Condition","video","belief_pre","belief_post","belief_change","attitude_direction","change_direction","change_in_opposite","video_direction","change_align_video","Video_choice","video_type"
49,19,-96,75,82,84,"No","23","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Slightly Conservative","Well reserched . keeep up",2,"683875e3b912204c080d4cda","20","13","32","7","14","6",38,"Pro","none","anti",6.33,-44.83,-51.16,1,-1,51.16,-1,51.16,1,"Anti_Fake_none"
-83,-100,-98,86,92,84,"No","34","Bachelor's degree in college (4-year)","Male",NA,"No","Black or African American",NA,"Moderate, Middle of Road",NA,2,"6847459b591e2421cdad6147","59","-40","-23","-23","78","60",-119,"Anti","none","anti",-19.83,-90.5,-70.67,-1,-1,-70.67,-1,70.67,0,"Anti_Real"
44,22,35,29,32,-8,"No","32","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Extremely Liberal","Good",1,"6789a01394df67c36edcb171","75","71","69","58","52","50",55,"Pro","label","pro",9.17,8,-1.17,1,-1,1.17,1,-1.17,0,"Pro_Real"
100,99,100,98,71,-12,"No","37","Doctoral degree","Female",NA,"No","White",NA,"Extremely Conservative",NA,2,"68438a8a84949f852431c1f0","100","70","100","98","71","-30",131,"Pro","label","pro",21.83,23.67,1.84,1,1,-1.84,1,1.84,0,"Pro_Real"
30,0,0,0,-70,0,"Yes","65","High school graduate (high school diploma or equivalent including GED)","Female",NA,"No","White",NA,"Extremely Conservative","Very interesting. Thanks!",3,"64dc07371fe566ee46739a8e","0","-100","0","0","100","0",-200,"Anti","label","pro",-33.33,16.67,50,-1,1,50,1,50,1,"Pro_Fake_label"
-54,-45,-50,77,81,23,"No","45","Associate degree in college (2-year)","Male",NA,"No","White",NA,"Liberal",NA,2,"5969496f06679c00014b818e","-47","-34","-16","35","60","16",-208,"Anti","label","anti",-34.67,-55,-20.33,-1,-1,-20.33,-1,20.33,0,"Anti_Real"
82,80,74,28,-20,21,"Yes","55","Bachelor's degree in college (4-year)","Female",NA,"No","Black or African American",NA,"Slightly Liberal",NA,2,"67ed9a852acc297ce08a0b83","82","80","74","52","-58","45",197,"Pro","label","pro",32.83,34.5,1.67,1,1,-1.67,1,1.67,0,"Pro_Real"
100,100,100,-7,-5,-4,"No","19","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Conservative",NA,2,"68361c0bfb4509aa31b2e3a1","100","100","100","-7","-5","-4",316,"Pro","none","pro",52.67,52.67,0,1,0,0,1,0,0,"Pro_Real"
44,12,38,38,-29,-32,"No","28","Master's degree","Male",NA,"No","White",NA,"Liberal",NA,2,"68381735a422c53865e8e3eb","9","12","-18","2","51","45",-95,"Anti","none","pro",-15.83,19.5,35.33,-1,1,35.33,1,35.33,1,"Pro_Fake_none"
84,88,68,79,-66,-74,"No","53","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Extremely Conservative",NA,2,"67d75efd39a97429e142a691","100","50","57","62","2","-19",162,"Pro","none","pro",27,50.17,23.17,1,1,-23.17,1,23.17,0,"Pro_Real"
50,50,30,25,0,25,"Yes","60","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Slightly Conservative",NA,2,"67faec2faab7edf725d5ec72","100","100","50","0","-25","0",275,"Pro","none","anti",45.83,13.33,-32.5,1,-1,32.5,-1,32.5,1,"Anti_Fake_none"
44,64,25,-19,-27,-29,"Yes","48","Some college but no degree","Female",NA,"No","White",NA,"Conservative",NA,3,"5d8032d2c97eca0001056cdc","44","73","25","-19","-27","-29",217,"Pro","none","pro",36.17,34.67,-1.5,1,-1,1.5,1,-1.5,0,"Pro_Real"
100,80,60,75,80,-45,"Yes","47","Bachelor's degree in college (4-year)","Female",NA,"No","Black or African American",NA,"Slightly Liberal",NA,2,"68379f681f2cfb11b984d4de","100","100","85","10","10","-85",350,"Pro","label","anti",58.33,21.67,-36.66,1,-1,36.66,-1,36.66,1,"Anti_Fake_label"
86,78,85,-24,52,54,"No","44","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Conservative",NA,2,"682d7d0dcf22019f4e337e2c","100","-81","85","2","54","54",-6,"Anti","none","pro",-1,27.83,28.83,-1,1,28.83,1,28.83,1,"Pro_Fake_none"
80,77,56,26,-60,35,"Yes","45","Master's degree","Male",NA,"No","Asian",NA,"Liberal",NA,2,"62a15df1dd6fa394ea04f063","78","76","56","20","-65","33",222,"Pro","none","anti",37,35.33,-1.67,1,-1,1.67,-1,1.67,1,"Anti_Fake_none"
77,79,82,90,86,85,"No","29","Master's degree","Male",NA,"No","White",NA,"Conservative",NA,2,"683f6cfb2a580aefdbbd4a2c","66","68","67","75","62","68",-4,"Anti","label","pro",-0.67,-3.83,-3.16,-1,-1,-3.16,1,-3.16,1,"Pro_Fake_label"
100,100,100,87,-60,-100,"No","24","Bachelor's degree in college (4-year)","Female",NA,"Yes","American Indian or Alaska Native",NA,"Liberal","n/a",3,"68334521d0b83343b2cecf8c","100","100","100","87","-60","-100",373,"Pro","none","pro",62.17,62.17,0,1,0,0,1,0,0,"Pro_Real"
-53,-56,-65,77,78,76,"No","56","Master's degree","Female",NA,"No","White",NA,"Conservative",NA,2,"6720dcca3b5db6b0222e8ca2","-34","-34","-36","72","73","76",-325,"Anti","label","anti",-54.17,-67.5,-13.33,-1,-1,-13.33,-1,13.33,0,"Anti_Real"
67,48,61,-55,-55,-49,"No","63","Some college but no degree","Female",NA,"No","White",NA,"Conservative",NA,2,"615628491d10d2dda4037437","67","48","61","-55","-55","-49",335,"Pro","label","pro",55.83,55.83,0,1,0,0,1,0,0,"Pro_Real"
-89,-14,-100,99,100,100,"No","57","Some college but no degree","Female",NA,"No","White",NA,"Extremely Conservative","Thank you. Interesting study.",2,"660480647ac06fc541cfda59","19","19","8","-52","75","100",-77,"Anti","label","anti",-12.83,-83.67,-70.84,-1,-1,-70.84,-1,70.84,0,"Anti_Real"
90,60,100,-36,-56,-49,"Yes","49","Master's degree","Female",NA,"No","Black or African American",NA,"Moderate, Middle of Road",NA,3,"65612a45629022b7c905ef6c","90","60","100","-36","-56","-49",391,"Pro","none","pro",65.17,65.17,0,1,0,0,1,0,0,"Pro_Real"
33,52,47,52,46,40,"Yes","38","Master's degree","Female",NA,"No","White",NA,"Conservative",NA,2,"66d7a63854decf633f48f674","33","8","19","57","31","31",-59,"Anti","none","pro",-9.83,-1,8.83,-1,1,8.83,1,8.83,1,"Pro_Fake_none"
100,100,100,-75,-80,-90,"No","65","Master's degree","Female",NA,"No","White",NA,"Conservative",NA,2,"5e975ea254955d0bfe9f7929","100","100","100","-75","-80","-90",545,"Pro","label","pro",90.83,90.83,0,1,0,0,1,0,0,"Pro_Real"
100,82,100,61,-87,46,"No","72","Professional degree (JD, MD)","Female",NA,"No","White",NA,"Conservative",NA,2,"67c42099df7ccfecb74a7171","70","41","76","67","-54","24",150,"Pro","label","pro",25,43.67,18.67,1,1,-18.67,1,18.67,0,"Pro_Real"
65,55,-44,62,100,100,"No","58","Doctoral degree","Female",NA,"No","White",NA,"Conservative","This study was very interesting.",2,"6841a8c88bc9597630edbc25","39","36","22","53","76","100",-132,"Anti","none","anti",-22,-31,-9,-1,-1,-9,-1,9,0,"Anti_Real"
79,66,71,15,18,18,"Yes","58","Master's degree","Female",NA,"No","Black or African American",NA,"Liberal",NA,2,"67e9c5ae31da35e759d17d8f","79","66","71","-34","-45","-45",340,"Pro","none","anti",56.67,27.5,-29.17,1,-1,29.17,-1,29.17,1,"Anti_Fake_none"
50,6,44,51,52,59,"Yes","45","Doctoral degree","Male",NA,"No","White",NA,"Liberal",NA,1,"684765c0d179b01138176fd2","42","27","21","42","42","35",-29,"Anti","label","pro",-4.83,-10.33,-5.5,-1,-1,-5.5,1,-5.5,1,"Pro_Fake_label"
100,100,100,-83,34,-43,"No","55","Master's degree","Male",NA,"No","White",NA,"Moderate, Middle of Road","No comments",2,"6847c40e2c5f082beecfb2b4","97","90","89","-49","55","-40",310,"Pro","label","pro",51.67,65.33,13.66,1,1,-13.66,1,13.66,0,"Pro_Real"
-95,-100,-100,100,100,100,"No","69","Master's degree","Male",NA,"No","White",NA,"Extremely Conservative",":0)",2,"5920812416d99b000179eb91","-95","-100","-100","100","100","100",-595,"Anti","none","anti",-99.17,-99.17,0,-1,0,0,-1,0,0,"Anti_Real"
-90,-80,-80,100,95,100,"No","25","Master's degree","Male",NA,"No","White",NA,"Extremely Liberal","No additional comments",2,"6830bef9731276ae97bd15ab","100","50","80","60","-60","60",170,"Pro","none","anti",28.33,-90.83,-119.16,1,-1,119.16,-1,119.16,1,"Anti_Fake_none"
100,52,13,51,76,59,"Yes","27","Master's degree","Female",NA,"No","White",NA,"Slightly Conservative",NA,3,"6830a2806bfd268651ac33e5","100","47","-17","51","76","59",-56,"Anti","none","pro",-9.33,-3.5,5.83,-1,1,5.83,1,5.83,1,"Pro_Fake_none"
50,30,65,29,68,59,"Yes","28","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Conservative",NA,2,"673e2fec096c26df39c1952b","50","30","65","29","68","59",-11,"Anti","none","pro",-1.83,-1.83,0,-1,0,0,1,0,1,"Pro_Fake_none"
100,90,90,-100,-100,-100,"No","38","Master's degree","Male",NA,"No","White",NA,"Slightly Liberal",NA,3,"68317cbd9f72fc0b66eae20d","54","-71","-39","-17","-36","-16",13,"Pro","label","pro",2.17,96.67,94.5,1,1,-94.5,1,94.5,0,"Pro_Real"
100,77,65,51,68,75,"No","47","Associate degree in college (2-year)","Male",NA,"No","Black or African American",NA,"Moderate, Middle of Road",NA,1,"5d3e29edecbab2001939acf8","100","77","65","51","68","75",48,"Pro","none","pro",8,8,0,1,0,0,1,0,0,"Pro_Real"
-38,-20,-30,40,40,39,"No","22","Associate degree in college (2-year)","Male",NA,"No","Asian",NA,"Liberal",NA,2,"6290378f1e03c1e6bc290df7","-20","-20","10","22","23","40",-115,"Anti","label","anti",-19.17,-34.5,-15.33,-1,-1,-15.33,-1,15.33,0,"Anti_Real"
61,31,21,13,23,23,"No","31","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Extremely Conservative","no comment",1,"67d232491fcc58c4a4519aef","48","49","52","52","35","42",20,"Pro","label","pro",3.33,9,5.67,1,1,-5.67,1,5.67,0,"Pro_Real"
86,90,67,18,-93,34,"Yes","26","Some college but no degree","Male",NA,"No","White",NA,"Slightly Conservative",NA,1,"671d1dcbc6f5d2e81501e24a","86","90","67","18","-93","34",284,"Pro","none","anti",47.33,47.33,0,1,0,0,-1,0,1,"Anti_Fake_none"
63,100,100,-100,-100,88,"No","24","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Conservative",NA,1,"5ecc3b683db70e7fa793a41d","100","100","100","77","66","76",81,"Pro","label","pro",13.5,62.5,49,1,1,-49,1,49,0,"Pro_Real"
66,60,59,64,77,78,"No","28","Master's degree","Male",NA,"No","Black or African American",NA,"Conservative",NA,2,"682c9c514ef27783f0579fcd","47","53","47","-18","27","21",117,"Pro","none","pro",19.5,-5.67,-25.17,1,-1,25.17,1,-25.17,0,"Pro_Real"
100,91,56,13,50,32,"No","56","Bachelor's degree in college (4-year)","Male",NA,"No","Black or African American",NA,"Extremely Liberal","Thank you for giving me the opportunity to participate in your study!",2,"67dc489d382612526415e4b1","50","86","19","20","80","37",18,"Pro","label","pro",3,25.33,22.33,1,1,-22.33,1,22.33,0,"Pro_Real"
100,100,100,73,75,5,"Yes","32","Doctoral degree","Female",NA,"No","Black or African American",NA,"Extremely Conservative","nil",1,"67e3ed3bc1b5fefa80a4cfa3","100","70","70","60","80","0",100,"Pro","label","pro",16.67,24.5,7.83,1,1,-7.83,1,7.83,0,"Pro_Real"
75,84,61,-9,55,59,"Yes","29","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Conservative","Thank you for letting me express my views on this particular study",0,"6835366980772e13a3c4a33a","75","84","61","-9","55","59",115,"Pro","none","anti",19.17,19.17,0,1,0,0,-1,0,1,"Anti_Fake_none"
10,30,15,60,100,100,"No","20","Some college but no degree","Female",NA,"No","Asian",NA,"Conservative",NA,0,"65f5cbcd2324b8dd6f3ff42d","15","65","15","60","100","100",-165,"Anti","label","anti",-27.5,-34.17,-6.67,-1,-1,-6.67,-1,6.67,0,"Anti_Real"
60,69,57,39,58,34,"No","47","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Conservative",NA,2,"679a9a7d0b1a7df537b0cfcb","58","67","55","37","56","50",37,"Pro","none","pro",6.17,9.17,3,1,1,-3,1,3,0,"Pro_Real"
61,66,100,17,34,12,"Yes","30","Bachelor's degree in college (4-year)","Male",NA,"No","Black or African American",NA,"Moderate, Middle of Road",NA,3,"66aa8d04719b0f5ef3433e9c","4","37","-42","84","-30","94",-149,"Anti","label","pro",-24.83,27.33,52.16,-1,1,52.16,1,52.16,1,"Pro_Fake_label"
95,95,89,-21,41,-25,"No","55","Doctoral degree","Male",NA,"No","White",NA,"Conservative",NA,3,"684248e383272f394427e2cf","70","68","35","25","66","41",41,"Pro","label","pro",6.83,47.33,40.5,1,1,-40.5,1,40.5,0,"Pro_Real"
100,49,76,-45,-31,-30,"No","62","Master's degree","Female",NA,"No","White",NA,"Extremely Liberal",NA,2,"682ba8b94b20b29cb4f5cc8d","100","55","76","-45","-31","-30",337,"Pro","none","pro",56.17,55.17,-1,1,-1,1,1,-1,0,"Pro_Real"
40,35,35,65,66,73,"Yes","44","Master's degree","Female",NA,"No","Black or African American",NA,"Conservative","This was a very nice study.",2,"67e1d6b31e541f205d4a3f23","65","70","60","45","50","45",55,"Pro","label","anti",9.17,-15.67,-24.84,1,-1,24.84,-1,24.84,1,"Anti_Fake_label"
70,70,0,-30,0,-30,"Yes","55","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Conservative",NA,3,"67e44d005c4d1291ac3cf780","40","41","0","0","35","0",46,"Pro","none","pro",7.67,33.33,25.66,1,1,-25.66,1,25.66,0,"Pro_Real"
100,100,100,-51,-68,-66,"No","32","Bachelor's degree in college (4-year)","Male",NA,"No","Other:","mixed","Extremely Conservative",NA,2,"682afbf6c667a68f9be6798f","100","100","100","-51","-68","-66",485,"Pro","label","pro",80.83,80.83,0,1,0,0,1,0,0,"Pro_Real"
81,68,78,-42,-48,-44,"No","48","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Conservative",NA,3,"67f015260f679212b3c34caa","74","43","75","-23","-23","-33",271,"Pro","label","pro",45.17,60.17,15,1,1,-15,1,15,0,"Pro_Real"
99,94,88,-22,-19,-10,"Yes","50","Master's degree","Female",NA,"No","White",NA,"Liberal","the facial expressions of the man in the video does not match what he is saying, though lips movement is in sync ",2,"67d9bf357226ad721472c55a","90","79","71","-30","-37","-19",326,"Pro","label","anti",54.33,55.33,1,1,1,-1,-1,-1,1,"Anti_Fake_label"
100,100,100,-82,-82,-84,"No","37","Master's degree","Female",NA,"No","Black or African American",NA,"Slightly Liberal",NA,3,"6835d3ba52f4e3a47b4e0c40","71","8","8","38","9","30",10,"Pro","label","pro",1.67,91.33,89.66,1,1,-89.66,1,89.66,0,"Pro_Real"
30,49,-55,44,14,57,"Yes","64","Master's degree","Male",NA,"No","Black or African American",NA,"Conservative",NA,1,"67e7e8596bdadc45df8c6d87","51","67","22","60","72","71",-63,"Anti","label","anti",-10.5,-15.17,-4.67,-1,-1,-4.67,-1,4.67,0,"Anti_Real"
71,66,83,-58,-33,-75,"Yes","39","Master's degree","Female",NA,"No","White",NA,"Extremely Conservative",NA,2,"678bbb267cd2b3ce8d20084f","71","66","83","-58","-33","-75",386,"Pro","label","pro",64.33,64.33,0,1,0,0,1,0,0,"Pro_Real"
0,0,0,0,0,0,"Yes","33","Associate degree in college (2-year)","Female",NA,"Yes","White",NA,"Moderate, Middle of Road",NA,2,"63d418203e592f93591ada74","0","0","0","0","0","0",0,"Anti","label","anti",0,0,0,0,0,0,-1,0,0,"Anti_Real"
21,6,8,14,96,22,"Yes","33","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Conservative",NA,2,"682ed02eb7253b5252d13373","-11","-18","-14","-22","25","-13",-33,"Anti","label","pro",-5.5,-16.17,-10.67,-1,-1,-10.67,1,-10.67,1,"Pro_Fake_label"
50,50,20,-11,-20,-30,"No","50","Professional degree (JD, MD)","Female",NA,"Yes","White",NA,"Slightly Conservative","n/a",3,"60a7ba346d47f96dd56209cf","50","50","-40","10","-10","-20",80,"Pro","none","pro",13.33,30.17,16.84,1,1,-16.84,1,16.84,0,"Pro_Real"
100,100,100,97,77,85,"No","46","Master's degree","Female",NA,"No","Black or African American",NA,"Conservative",NA,2,"6834520262272d39990023ce","100","100","100","97","77","85",41,"Pro","label","pro",6.83,6.83,0,1,0,0,1,0,0,"Pro_Real"
100,43,47,42,-42,6,"No","45","Bachelor's degree in college (4-year)","Male",NA,"Yes","Other:","Hispanic/Latino","Moderate, Middle of Road","The survey was impressive and well presented.",2,"6781935f0fbff63cc8eb3595","100","43","47","42","-42","6",184,"Pro","label","pro",30.67,30.67,0,1,0,0,1,0,0,"Pro_Real"
6,-6,-15,14,55,15,"Yes","28","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Conservative",NA,2,"683e0aa3f21c97f3ece0c082","31","-15","8","-20","-5","-17",66,"Pro","none","anti",11,-16.5,-27.5,1,-1,27.5,-1,27.5,1,"Anti_Fake_none"
60,-40,30,-30,95,-74,"No","46","Master's degree","Male",NA,"No","White",NA,"Conservative",NA,2,"68472ce9008b9024531108af","80","-34","28","-26","92","-77",85,"Pro","none","anti",14.17,9.83,-4.34,1,-1,4.34,-1,4.34,1,"Anti_Fake_none"
47,25,48,34,38,31,"No","51","Professional degree (JD, MD)","Male",NA,"No","White",NA,"Conservative",NA,2,"67cd9cf6fcf63b6ab8f21390","49","35","40","20","22","43",39,"Pro","label","pro",6.5,2.83,-3.67,1,-1,3.67,1,-3.67,0,"Pro_Real"
100,100,100,-100,-100,-100,"Yes","34","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Conservative",NA,3,"6826ef3f8068b3697bfe9396","100","100","100","-100","-100","-100",600,"Pro","label","pro",100,100,0,1,0,0,1,0,0,"Pro_Real"
15,15,-15,65,65,65,"Yes","60","Some college but no degree","Male",NA,"No","Black or African American",NA,"Moderate, Middle of Road","I have no additional comments to share. Thanks!",2,"5e820a4e26ed71918013d860","6","10","-20","60","59","59",-182,"Anti","label","pro",-30.33,-30,0.329999999999998,-1,1,0.329999999999998,1,0.329999999999998,1,"Pro_Fake_label"
100,-100,100,-100,-100,-100,"No","41","Bachelor's degree in college (4-year)","Female",NA,"No","Black or African American",NA,"Slightly Conservative",NA,3,"68378ae158654a68e5b29f74","100","100","100","-90","-97","-91",578,"Pro","label","pro",96.33,66.67,-29.66,1,-1,29.66,1,-29.66,0,"Pro_Real"
97,80,50,-100,0,-100,"No","36","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Moderate, Middle of Road",NA,2,"683723e935ec320b843e77e2","80","60","1","40","30","0",71,"Pro","label","pro",11.83,71.17,59.34,1,1,-59.34,1,59.34,0,"Pro_Real"
81,79,69,-75,-32,-67,"No","24","Master's degree","Male",NA,"No","White",NA,"Extremely Conservative",NA,3,"683ca28af3c31bdadfaa1399","74","73","66","-41","25","-55",284,"Pro","label","pro",47.33,67.17,19.84,1,1,-19.84,1,19.84,0,"Pro_Real"
100,100,75,-85,-75,-78,"No","55","Bachelor's degree in college (4-year)","Female",NA,"No","Black or African American",NA,"Slightly Liberal",NA,3,"65c4f8250420bca836142fec","100","100","75","-85","-75","-78",513,"Pro","label","pro",85.5,85.5,0,1,0,0,1,0,0,"Pro_Real"
100,100,100,-100,-99,-99,"No","32","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Slightly Liberal",NA,3,"6834fbfd1bd6ce44d35da375","100","100","100","-100","-27","-99",526,"Pro","none","pro",87.67,99.67,12,1,1,-12,1,12,0,"Pro_Real"
65,77,21,-54,-55,-66,"No","58","High school graduate (high school diploma or equivalent including GED)","Female",NA,"No","White",NA,"Conservative",NA,3,"63bfe3ecac5ad9d9ab40a643","53","71","15","-54","-29","-56",278,"Pro","label","pro",46.33,56.33,10,1,1,-10,1,10,0,"Pro_Real"
50,100,90,54,-8,32,"Yes","65","Master's degree","Female",NA,"No","White",NA,"Moderate, Middle of Road",NA,2,"6671beaf74f23fc744083c51","100","100","100","52","0","-16",264,"Pro","label","anti",44,27,-17,1,-1,17,-1,17,1,"Anti_Fake_label"
70,90,95,7,6,9,"No","19","Bachelor's degree in college (4-year)","Female",NA,"No","Other:","Mixed","Liberal","Interesting",2,"6830d70b90cde4b6e10d4c2a","85","90","92","0","-8","-8",283,"Pro","none","pro",47.17,38.83,-8.34,1,-1,8.34,1,-8.34,0,"Pro_Real"
100,66,80,-80,14,-50,"No","51","Master's degree","Male",NA,"No","White",NA,"Extremely Conservative",NA,1,"67aa9a444dc88e4137cd0a45","100","40","80","-71","70","-50",271,"Pro","label","pro",45.17,60.33,15.16,1,1,-15.16,1,15.16,0,"Pro_Real"
100,100,100,26,25,28,"No","20","Master's degree","Female",NA,"No","White",NA,"Extremely Conservative",NA,3,"684773f4b6bc0d78d9ce3fc2","96","100","100","3","25","28",240,"Pro","label","pro",40,36.83,-3.17,1,-1,3.17,1,-3.17,0,"Pro_Real"
100,100,100,-100,-100,-100,"No","34","Master's degree","Female",NA,"No","Other:","Mixed race","Liberal",NA,3,"683fb6bc44668f52eff9df19","99","100","66","-58","16","-45",352,"Pro","label","pro",58.67,100,41.33,1,1,-41.33,1,41.33,0,"Pro_Real"
83,82,71,-68,-31,-50,"No","35","Master's degree","Male",NA,"No","White",NA,"Conservative",NA,2,"68478bceda532e24d18a322b","80","76","69","-20","50","53",142,"Pro","none","pro",23.67,64.17,40.5,1,1,-40.5,1,40.5,0,"Pro_Real"
94,95,96,-100,-100,-100,"No","47","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Slightly Liberal",NA,3,"66d67aa08e6caa907b2bf04b","85","82","86","-94","-90","-90",527,"Pro","label","pro",87.83,97.5,9.67,1,1,-9.67,1,9.67,0,"Pro_Real"
100,100,100,62,-100,-100,"No","70","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Extremely Conservative","None",2,"682f26718ed8b3f3284d5622","71","68","51","27","28","44",91,"Pro","label","pro",15.17,73,57.83,1,1,-57.83,1,57.83,0,"Pro_Real"
100,100,100,70,-100,-100,"Yes","68","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Extremely Liberal",NA,3,"5fbb062e91513797e214827d","100","100","100","70","-100","-100",430,"Pro","none","pro",71.67,71.67,0,1,0,0,1,0,0,"Pro_Real"
100,100,73,0,68,-41,"Yes","53","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Extremely Conservative",NA,2,"67f2f3a34a374e2815ee1aef","100","100","73","-41","68","-41",287,"Pro","none","anti",47.83,41,-6.83,1,-1,6.83,-1,6.83,1,"Anti_Fake_none"
68,50,35,-32,-54,-43,"No","40","Bachelor's degree in college (4-year)","Male",NA,"No","Asian",NA,"Liberal",NA,2,"57334d427d01ed00098e8e69","68","50","35","-32","-54","-43",282,"Pro","label","pro",47,47,0,1,0,0,1,0,0,"Pro_Real"
98,100,100,-100,-100,-100,"No","61","Doctoral degree","Female",NA,"No","White",NA,"Extremely Conservative",NA,2,"67f1921726bfac07aea277c3","98","100","100","-53","-54","-86",491,"Pro","label","pro",81.83,99.67,17.84,1,1,-17.84,1,17.84,0,"Pro_Real"
-100,-100,-100,100,100,100,"No","68","Master's degree","Male",NA,"No","White",NA,"Slightly Conservative",NA,2,"65254790f0aa171541706462","-100","-100","-100","100","100","100",-600,"Anti","label","anti",-100,-100,0,-1,0,0,-1,0,0,"Anti_Real"
63,15,12,21,18,34,"No","48","Bachelor's degree in college (4-year)","Male",NA,"Yes","Black or African American",NA,"Conservative",NA,2,"67ef47a4d9a5609e7b76879e","41","49","36","31","84","-44",55,"Pro","label","pro",9.17,2.83,-6.34,1,-1,6.34,1,-6.34,0,"Pro_Real"
100,40,-20,-10,22,-1,"No","55","Doctoral degree","Male",NA,"No","White",NA,"Extremely Conservative",NA,1,"683787f6144dce52a6de2505","100","40","-20","-10","22","-1",109,"Pro","none","pro",18.17,18.17,0,1,0,0,1,0,0,"Pro_Real"
-100,-100,-100,100,100,100,"No","35","Associate degree in college (2-year)","Female",NA,"No","Black or African American",NA,"Extremely Liberal",NA,2,"5d4783b266e618001ab9b3fe","-100","-100","-100","100","100","100",-600,"Anti","none","anti",-100,-100,0,-1,0,0,-1,0,0,"Anti_Real"
83,72,29,16,60,20,"No","60","Master's degree","Female",NA,"No","White",NA,"Extremely Conservative",NA,2,"67cd6434d1b2abfc6254c28e","44","63","32","-28","43","8",116,"Pro","none","pro",19.33,14.67,-4.66,1,-1,4.66,1,-4.66,0,"Pro_Real"
100,100,100,-100,5,-80,"Yes","41","Some college but no degree","Male",NA,"Yes","White",NA,"Extremely Liberal",NA,3,"653a77e109707216e70a6280","100","100","100","-100","5","-80",475,"Pro","none","pro",79.17,79.17,0,1,0,0,1,0,0,"Pro_Real"
-37,2,-65,41,46,19,"No","38","Doctoral degree","Female",NA,"No","White",NA,"Conservative","N/A",2,"67f2fbc77b115d1edb94ef11","46","17","2","20","46","3",-4,"Anti","label","anti",-0.67,-34.33,-33.66,-1,-1,-33.66,-1,33.66,0,"Anti_Real"
0,0,-32,0,33,0,"Yes","49","High school graduate (high school diploma or equivalent including GED)","Female",NA,"No","White",NA,"Moderate, Middle of Road",NA,3,"677c0682ec510c0693fc5790","0","0","-26","0","34","0",-60,"Anti","none","pro",-10,-10.83,-0.83,-1,-1,-0.83,1,-0.83,1,"Pro_Fake_none"
40,30,30,20,6,2,"Yes","55","Doctoral degree","Male",NA,"No","White",NA,"Conservative",NA,2,"67e1cbba03e8e106c4823742","77","42","30","-35","-31","-15",230,"Pro","none","anti",38.33,12,-26.33,1,-1,26.33,-1,26.33,1,"Anti_Fake_none"
-6,-45,-28,42,53,80,"Yes","46","Associate degree in college (2-year)","Female",NA,"No","White",NA,"Conservative",NA,2,"60284b049e884437b220b172","19","62","2","-19","-10","-34",146,"Pro","none","anti",24.33,-42.33,-66.66,1,-1,66.66,-1,66.66,1,"Anti_Fake_none"
100,100,100,-100,0,-100,"No","24","Master's degree","Female",NA,"No","Black or African American",NA,"Slightly Conservative","the research was good",2,"684513332b1ff3105a14dd36","100","100","100","0","100","-100",300,"Pro","label","pro",50,83.33,33.33,1,1,-33.33,1,33.33,0,"Pro_Real"
100,100,93,73,50,-80,"No","26","Master's degree","Female",NA,"No","Black or African American",NA,"Conservative",";Learn't more than i knew through the video",3,"68444cb77ceb58751244eb5f","94","70","52","73","-6","-11",160,"Pro","none","pro",26.67,41.67,15,1,1,-15,1,15,0,"Pro_Real"
96,81,85,-10,-8,-9,"Yes","73","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Slightly Liberal",NA,2,"6042794fe3c49714bee3e9cf","100","81","97","-41","-20","-35",374,"Pro","label","anti",62.33,48.17,-14.16,1,-1,14.16,-1,14.16,1,"Anti_Fake_label"
38,0,25,2,19,16,"Yes","31","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Liberal",NA,3,"599de70d8a6cc5000128f980","22","2","2","11","20","20",-25,"Anti","none","pro",-4.17,4.33,8.5,-1,1,8.5,1,8.5,1,"Pro_Fake_none"
