"att1_1","att2_1","att3_1","concern1_1","concern2_1","concern3_1","Q94_First.Click","Q94_Last.Click","Q94_Page.Submit","Q94_Click.Count","att1P_1","att2P_1","att3P_1","concern1P_1","concern2P_1","concern3P_1","persuasive","detact","age","education","Q88","race","race_6_TEXT","politicalaffiliation","comments","Score","PROLIFIC_PID","Condition","Label","Fake","belief_org","belief_final","belief_change","Bonus","Pro","Change_in_Direction","Male"
100,100,100,-2,99,100,"2.855","237.446","238.991","2",28,31,-36,-100,-100,-100,5,1,62,"Associate degree in college (2-year)","No","White",NA,"Slightly Conservative",NA,1,"62a099bb01ad779df1971ea4","Anti_label","1","1",82.8333333333333,-46.1666666666667,-129,0.1,"0",129,0
51,50,25,16,-25,-21,"8.211","8.211","302.363","1",32,19,-30,-14,-38,-34,3,1,31,"Master's degree","No","White",NA,"Moderate, Middle of Road",NA,1,"6234e9c483c8aa1f1c5f046a","Anti_none","0","1",16,-10.8333333333333,-26.8333333333333,0.1,"0",26.8333333333333,1
60,50,50,50,50,49,"0","0","244.248","0",60,50,50,50,50,49,1,1,62,"Bachelor's degree in college (4-year)","No","White",NA,"Conservative",NA,2,"65ecf22abc066fbabecdea60","Pro_label","1","1",51.5,51.5,0,0.2,"1",0,0
80,90,80,40,40,45,"35.166","35.166","337.094","1",80,80,75,30,30,25,2,0,54,"Some college but no degree","No","White",NA,"Liberal",NA,1,"5c0da14d656168000159da7a","Anti_org","0","0",62.5,53.3333333333333,-9.16666666666666,0.1,"0",9.16666666666666,1
75,75,75,60,60,60,"0","0","529.921","0",95,95,95,95,95,95,5,1,60,"Master's degree","No","White",NA,"Conservative",NA,2,"6157d4e8c339aeb409d2e6a9","Pro_none","0","1",67.5,95,27.5,0.2,"1",27.5,0
100,100,100,100,100,100,"0","0","241.761","0",100,70,50,70,-20,-51,3,1,60,"Master's degree","No","White",NA,"Slightly Conservative",NA,2,"607ec28e6a0bde56a9d69ddc","Anti_label","1","1",100,36.5,-63.5,0.2,"0",63.5,1
100,100,75,0,0,0,"0","0","338.837","0",100,100,75,75,75,75,4,0,49,"Bachelor's degree in college (4-year)","Yes","White,Other:","Moroccan ","Slightly Conservative",NA,2,"6742608322d0083c8b374bb2","Pro_org","0","0",45.8333333333333,83.3333333333333,37.5,0.2,"1",37.5,0
100,100,100,100,100,100,"0","0","238.825","0",100,100,100,100,100,100,4,1,37,"Associate degree in college (2-year)","Yes","White",NA,"Conservative",NA,2,"674db14aac1feb4211fc2b24","Pro_label","1","1",100,100,0,0.2,"1",0,1
12,74,-7,-22,-41,-20,"0","0","238.059","0",20,68,-14,-24,-43,-22,2,1,18,"Some college but no degree","Yes","White,Asian",NA,"Moderate, Middle of Road","Free palpatine",1,"6750c7eaec05ae2f773b5be9","Pro_label","1","1",-0.666666666666667,-2.5,-1.83333333333333,0.1,"1",-1.83333333333333,1
17,19,25,-2,-2,-2,"3.897","279.108","281.292","19",17,19,25,-2,-2,-2,2,0,20,"Bachelor's degree in college (4-year)","No","Black or African American",NA,"Conservative","t was amaizing",2,"678d5eae4f09cc8e78bd7432","Pro_org","0","0",9.16666666666667,9.16666666666667,0,0.2,"1",0,0
30,30,30,-10,-10,-10,"0","0","739.314","0",40,40,40,-10,40,-10,3,1,63,"Some college but no degree","No","White",NA,"Slightly Liberal",NA,2,"5a8cba1a8fe2dc00010643f0","Pro_label","1","1",10,23.3333333333333,13.3333333333333,0.2,"1",13.3333333333333,0
80,80,80,81,80,80,"229.903","229.903","257.138","1",80,80,80,81,80,80,1,1,46,"Bachelor's degree in college (4-year)","No","White",NA,"Liberal",NA,2,"6730e5d6e90a464e673158aa","Anti_none","0","1",80.1666666666667,80.1666666666667,0,0.2,"0",0,0
25,70,20,-35,-10,-30,"0","0","241.173","0",50,75,25,-50,-20,-40,2,1,39,"Some college but no degree","No","White",NA,"Liberal",NA,3,"669c575908c5d509c449414e","Pro_label","1","1",6.66666666666667,6.66666666666667,0,0.3,"1",0,1
100,100,100,-26,-60,-39,"1.919","251.324","251.801","2",100,100,100,-26,-60,-39,1,1,22,"High school graduate (high school diploma or equivalent including GED)","No","White",NA,"Moderate, Middle of Road",NA,2,"66c0df877e3dd5e2c1966f18","Pro_none","0","1",29.1666666666667,29.1666666666667,0,0.2,"1",0,0
12,10,4,4,-3,9,"0","0","239.102","0",1,18,-8,-17,-12,12,3,0,21,"Some college but no degree","No","White",NA,"Moderate, Middle of Road",NA,2,"678692663b8b3b4af7311ec1","Anti_none","0","1",6,-1,-7,0.2,"0",7,0
61,69,62,-2,22,-2,"0","0","288.864","0",85,88,90,44,52,32,4,1,42,"Bachelor's degree in college (4-year)","No","White",NA,"Slightly Conservative",NA,1,"63d6873b65a6170d64a652f6","Pro_none","0","1",35,65.1666666666667,30.1666666666667,0.1,"1",30.1666666666667,1
25,32,-2,-10,-17,-37,"0","0","354.789","0",5,1,-31,-18,-6,-52,3,1,27,"Master's degree","No","White",NA,"Moderate, Middle of Road",NA,2,"67785d30f6118578685913f1","Pro_none","0","1",-1.5,-16.8333333333333,-15.3333333333333,0.2,"1",-15.3333333333333,1
75,75,30,25,25,25,"0","0","280.335","0",-25,-25,-40,-40,-40,-40,5,0,44,"Bachelor's degree in college (4-year)","No","White",NA,"Slightly Conservative","Very interesting topic. Everything was clear.",1,"66149f93d6b5b14c9b240425","Anti_org","0","0",42.5,-35,-77.5,0.1,"0",77.5,1
50,40,60,25,10,0,"108.843","108.843","238.348","1",80,90,90,60,40,60,3,1,32,"Bachelor's degree in college (4-year)","No","White",NA,"Liberal",NA,1,"673a7cd25357222f0e712b62","Pro_none","0","1",30.8333333333333,70,39.1666666666667,0.1,"1",39.1666666666667,0
100,100,100,100,100,100,"3.392","272.47","279.798","3",100,100,100,100,100,100,1,1,60,"Master's degree","No","White",NA,"Moderate, Middle of Road",NA,2,"5be2beac398f560001a58df7","Anti_org","0","0",100,100,0,0.2,"0",0,1
-73,-59,-43,15,-13,-28,"0","0","306.907","0",-100,-100,-100,-100,-100,-100,3,0,19,"Some college but no degree","No","Asian",NA,"Conservative",NA,3,"6751138797ff44e336a37cba","Anti_label","1","1",-33.5,-100,-66.5,0.3,"0",66.5,1
100,-89,77,-72,74,-83,"0","0","261.153","0",100,100,77,-72,74,-83,4,1,19,"Bachelor's degree in college (4-year)","No","Black or African American",NA,"Extremely Liberal",NA,3,"676c5e6d62304c2af0d21d14","Pro_none","0","1",1.16666666666667,32.6666666666667,31.5,0.3,"1",31.5,0
61,69,67,27,24,23,"13.804","13.804","234.149","1",44,47,45,16,12,11,3,1,37,"Bachelor's degree in college (4-year)","No","White",NA,"Slightly Conservative",NA,2,"55ecd6ff748092000daa9f5f","Anti_label","1","1",45.1666666666667,29.1666666666667,-16,0.2,"0",16,1
100,-58,48,-45,-65,-41,"0","0","236.168","0",100,-58,48,-45,-65,-41,2,1,55,"Some college but no degree","No","White",NA,"Moderate, Middle of Road",NA,1,"66a3bd0fe00ed00dbb0fe4ec","Pro_label","1","1",-10.1666666666667,-10.1666666666667,0,0.1,"1",0,1
60,59,-30,30,-70,-70,"0","0","254.385","0",50,20,-100,100,-50,-100,4,1,23,"Master's degree","No","Black or African American",NA,"Moderate, Middle of Road",NA,2,"678ccc5cd56c85701ebcdcdf","Anti_none","0","1",-3.5,-13.3333333333333,-9.83333333333333,0.2,"0",9.83333333333333,1
60,66,43,78,79,82,"167.007","223.142","259.543","2",65,75,50,75,78,80,1,1,41,"Associate degree in college (2-year)","No","White",NA,"Liberal","What convinced me this is a deepfake are the limited facial expressions, the odd cadence and emphasis on syllables that text to speech engines usually have, and just something uncanny about the video. Mostly the speech qualities, though. ",2,"5dcf40686d5225091e31fe14","Anti_none","0","1",68,70.5,2.5,0.2,"0",-2.5,0
100,100,100,55,60,66,"0","0","256.252","0",100,100,100,66,66,66,2,0,32,"Associate degree in college (2-year)","No","White",NA,"Extremely Liberal",NA,3,"60a1e1f4a3707c983a98f185","Pro_org","0","0",80.1666666666667,83,2.83333333333333,0.3,"1",2.83333333333333,0
40,70,35,-100,-88,-74,"9.112","31.226","251.802","2",47,70,35,-100,-79,-74,2,1,36,"High school graduate (high school diploma or equivalent including GED)","No","White",NA,"Slightly Liberal",NA,2,"63dab0380b8791f9560fd329","Pro_none","0","1",-19.5,-16.8333333333333,2.66666666666667,0.2,"1",2.66666666666667,1
25,-25,15,-20,-15,-15,"0","0","232.362","0",35,15,25,-25,-15,-21,2,1,30,"Associate degree in college (2-year)","No","White",NA,"Moderate, Middle of Road",NA,1,"66df699de6a2e399763cbbd5","Pro_none","0","1",-5.83333333333333,2.33333333333333,8.16666666666667,0.1,"1",8.16666666666667,0
83,81,79,81,76,86,"0","0","341.009","0",86,86,88,85,82,87,1,1,38,"Master's degree","No","White",NA,"Slightly Liberal",NA,1,"67217d7ed23bb82220a9ea15","Anti_label","1","1",81,85.6666666666667,4.66666666666667,0.1,"0",-4.66666666666667,1
93,99,93,97,82,80,"22.674","239.307","242.901","2",93,99,93,97,82,80,2,1,56,"Some college but no degree","No","White",NA,"Extremely Liberal",NA,1,"63ba24953b6208ca183b82af","Anti_label","1","1",90.6666666666667,90.6666666666667,0,0.1,"0",0,0
42,31,70,-35,57,32,"298.865","311.533","312.531","2",72,31,70,58,57,32,2,1,46,"Bachelor's degree in college (4-year)","No","White",NA,"Liberal",NA,1,"63d2797ee24c80630f3b67e1","Anti_none","0","1",32.8333333333333,53.3333333333333,20.5,0.1,"0",-20.5,1
65,50,50,61,-20,-22,"0","0","303.34","0",-18,-20,-40,-65,-66,-66,4,0,22,"Bachelor's degree in college (4-year)","No","White",NA,"Conservative",NA,2,"66d35d240ba45109a3882554","Anti_org","0","0",30.6666666666667,-45.8333333333333,-76.5,0.2,"0",76.5,1
16,40,-28,-35,20,-22,"0","0","244.949","0",10,45,-40,-65,-20,-45,4,1,21,"Some college but no degree","No","White",NA,"Slightly Conservative","N/a",1,"676cda38d41e0a0ffae1fa4a","Anti_none","0","1",-1.5,-19.1666666666667,-17.6666666666667,0.1,"0",17.6666666666667,0
92,3,23,8,21,-100,"0","0","234.393","0",-35,-7,-5,-36,-2,-100,4,1,30,"High school graduate (high school diploma or equivalent including GED)","Yes","Other:",NA,"Moderate, Middle of Road",NA,1,"66fdf36848fcf8a27f5a6799","Anti_label","1","1",7.83333333333333,-30.8333333333333,-38.6666666666667,0.1,"0",38.6666666666667,0
-33,11,-78,-55,-26,-36,"0","0","234.546","0",-17,23,-86,-67,-31,-36,2,1,24,"Some college but no degree","No","White",NA,"Conservative",NA,3,"5f47fbe03c255115b01b09cf","Pro_none","0","1",-36.1666666666667,-35.6666666666667,0.5,0.3,"1",0.5,1
61,83,86,-67,89,79,"0","0","239.059","0",100,99,100,82,89,79,5,1,23,"Bachelor's degree in college (4-year)","No","White",NA,"Slightly Conservative",NA,2,"65ee224fc6146bbd065a8ae0","Pro_label","1","1",55.1666666666667,91.5,36.3333333333333,0.2,"1",36.3333333333333,0
14,2,-35,14,-23,23,"0","0","236.803","0",25,-8,-35,14,-23,23,3,1,60,"Bachelor's degree in college (4-year)","No","White",NA,"Slightly Liberal",NA,2,"607ddc576718114dea38841c","Pro_none","0","1",-0.833333333333333,-0.666666666666667,0.166666666666667,0.2,"1",0.166666666666667,0
100,80,60,40,20,30,"6.241","271.075","272.551","4",91,51,-20,-60,-100,-100,5,1,67,"Master's degree","No","Black or African American",NA,"Liberal",NA,2,"661bf01e5d048f1fe3d827c2","Anti_label","1","1",55,-23,-78,0.2,"0",78,1
77,-30,53,51,6,25,"241.829","241.829","243.581","1",79,-28,55,49,0,23,1,1,62,"Bachelor's degree in college (4-year)","No","White",NA,"Liberal",NA,3,"646619d0918746fb726da63e","Pro_label","1","1",30.3333333333333,29.6666666666667,-0.666666666666664,0.3,"1",-0.666666666666664,0
40,44,83,52,-9,-42,"0","0","237.26","0",40,44,83,52,-9,-42,4,1,20,"Associate degree in college (2-year)","No","White",NA,"Conservative",NA,2,"678dd8b215a10ba53b8aa413","Pro_label","1","1",28,28,0,0.2,"1",0,0
68,52,-50,-85,-83,-81,"0","0","235.39","0",37,-82,-76,-85,-83,-81,4,1,32,"Bachelor's degree in college (4-year)","No","White",NA,"Conservative",NA,1,"678570a51a15115ec0d9b46f","Anti_label","1","1",-29.8333333333333,-61.6666666666667,-31.8333333333333,0.1,"0",31.8333333333333,0
65,79,52,60,39,39,"3.276","247.406","289.182","3",65,79,52,60,39,39,2,1,51,"Some college but no degree","Yes","White",NA,"Extremely Conservative",NA,3,"666ad9cd9e785efb19474220","Pro_none","0","1",55.6666666666667,55.6666666666667,0,0.3,"1",0,0
40,1,2,-2,-2,-2,"0","0","264.764","0",40,42,46,-45,-42,-41,4,0,49,"Master's degree","No","White",NA,"Liberal","all clear",3,"5e69076e64d2fb1bc091241a","Pro_org","0","0",6.16666666666667,0,-6.16666666666667,0.3,"1",-6.16666666666667,0
50,50,25,-20,-5,5,"1640.539","1640.539","1772.621","1",50,50,25,-20,-5,5,2,1,61,"Bachelor's degree in college (4-year)","No","Black or African American",NA,"Moderate, Middle of Road",NA,2,"677ffdf8145c011da55a23aa","Pro_none","0","1",17.5,17.5,0,0.2,"1",0,1
100,39,100,-100,-100,0,"0","0","485.443","0",100,39,100,-100,-100,-48,3,1,61,"Master's degree","No","White",NA,"Moderate, Middle of Road",NA,2,"673b86ec4cdc9ba454e59d8e","Pro_org","0","0",6.5,-1.5,-8,0.2,"1",-8,0
90,85,87,74,80,92,"4.703","214.17","231.935","16",90,85,87,50,-1,66,2,1,34,"High school graduate (high school diploma or equivalent including GED)","No","White",NA,"Liberal",NA,1,"6639d888c4a73e0fb82f08c7","Anti_none","0","1",84.6666666666667,62.8333333333333,-21.8333333333333,0.1,"0",21.8333333333333,1
93,84,54,66,58,62,"0","0","300.692","0",93,84,54,66,58,62,1,1,38,"Bachelor's degree in college (4-year)","No","Black or African American",NA,"Extremely Liberal",NA,1,"66a4411e4af4981c772181e2","Anti_label","1","1",69.5,69.5,0,0.1,"0",0,0
70,70,80,82,82,50,"237.769","237.769","239.066","1",50,40,50,-40,-50,-60,4,1,56,"Bachelor's degree in college (4-year)","No","White",NA,"Slightly Conservative","This was a very interesting survey.  Thank you!",2,"61219fd8387ca59d07e0dc1c","Anti_label","1","1",72.3333333333333,-1.66666666666667,-74,0.2,"0",74,0
78,-73,-40,42,-100,-47,"29.502","29.502","291.29","1",95,-73,-40,42,-100,-47,4,1,24,"Bachelor's degree in college (4-year)","Yes","Black or African American",NA,"Extremely Liberal",NA,0,"6788e93ae9277dba8925b8be","Pro_org","0","0",-23.3333333333333,-20.5,2.83333333333333,0,"1",2.83333333333333,1
65,2,2,-44,-33,-35,"0","0","263.506","0",89,72,78,-73,-53,-5,4,0,33,"Bachelor's degree in college (4-year)","Yes","Other:","HISPANIC","Extremely Liberal",NA,3,"641420858e37d13196283812","Pro_org","0","0",-7.16666666666667,18,25.1666666666667,0.3,"1",25.1666666666667,1
35,30,22,13,20,27,"309.298","456.223","456.482","3",15,24,11,-17,-13,-9,3,0,34,"Master's degree","No","White",NA,"Moderate, Middle of Road",NA,1,"6172b85dcc19bffb22604f1b","Anti_none","0","1",24.5,1.83333333333333,-22.6666666666667,0.1,"0",22.6666666666667,0
100,100,100,-100,100,-2,"0","0","238.928","0",100,100,100,-100,100,-2,2,1,32,"Some college but no degree","No","White",NA,"Conservative",NA,1,"677b43188ec54f1186b62411","Pro_none","0","1",49.6666666666667,49.6666666666667,0,0.1,"1",0,0
100,100,100,100,63,84,"0","0","276.08","0",100,100,100,100,100,100,4,1,62,"Associate degree in college (2-year)","No","White",NA,"Liberal",NA,3,"5fdb797c39b7316ce0c8f2cd","Pro_none","0","1",91.1666666666667,100,8.83333333333333,0.3,"1",8.83333333333333,0
72,70,90,-15,40,-53,"0","0","377.657","0",72,28,74,-50,40,-53,3,1,19,"Some college but no degree","No","White",NA,"Extremely Conservative",NA,2,"67847eeec0f56d446e4c766c","Anti_none","0","1",34,18.5,-15.5,0.2,"0",15.5,0
68,72,37,19,25,-19,"2.331","246.585","247.811","4",68,72,37,-17,25,-19,1,1,55,"Doctoral degree","No","White",NA,"Liberal",NA,2,"6652982569df798e71daaf11","Anti_none","0","1",33.6666666666667,27.6666666666667,-6,0.2,"0",6,0
25,-11,-18,-32,-81,-36,"0","0","252.081","0",65,60,52,43,35,1,4,1,41,"Associate degree in college (2-year)","No","White",NA,"Moderate, Middle of Road",NA,3,"668d4a84ba6d354ca68d97ff","Pro_org","0","0",-25.5,42.6666666666667,68.1666666666667,0.3,"1",68.1666666666667,0
45,50,-24,-21,13,-18,"14.152","14.152","285.236","1",20,50,-52,-28,-10,-18,3,0,35,"Bachelor's degree in college (4-year)","No","White",NA,"Slightly Conservative",NA,1,"661184dd31bf1d31e1b8d7cd","Anti_org","0","0",7.5,-6.33333333333333,-13.8333333333333,0.1,"0",13.8333333333333,1
100,100,100,-2,-53,46,"11.141","839.095","840.809","2",100,100,-58,19,-100,-22,5,0,53,"Bachelor's degree in college (4-year)","No","White",NA,"Conservative",NA,2,"676e00480497055e88045d71","Anti_org","0","0",48.5,6.5,-42,0.2,"0",42,0
80,80,70,68,67,67,"148.373","148.373","235.287","1",80,80,70,68,67,67,3,1,39,"Some college but no degree","No","Black or African American,Asian",NA,"Liberal",NA,2,"6733b5e257da4b8525bdcae7","Pro_label","1","1",72,72,0,0.2,"1",0,0
84,57,72,26,-20,0,"0","0","249.254","0",22,0,-50,63,-30,-25,4,1,48,"Master's degree","No","White",NA,"Conservative","n/a",2,"66e53659bbbd7070ab7a6a3b","Anti_none","0","1",36.5,-3.33333333333333,-39.8333333333333,0.2,"0",39.8333333333333,0
90,80,80,0,46,-16,"0","0","280.884","0",90,80,80,0,46,-16,1,1,48,"Bachelor's degree in college (4-year)","Yes","White",NA,"Liberal",NA,2,"5dfe3e8b7adf4bade99190f0","Anti_org","0","0",46.6666666666667,46.6666666666667,0,0.2,"0",0,1
19,46,-3,-16,-51,-8,"0","0","244.236","0",39,86,13,41,40,19,3,1,29,"Some college but no degree","No","White",NA,"Liberal",NA,3,"649d809191fa2e4b6e84c69e","Pro_label","1","1",-2.16666666666667,39.6666666666667,41.8333333333333,0.3,"1",41.8333333333333,0
15,35,31,-23,-21,-15,"0","0","246.504","0",15,35,31,-23,-21,-15,4,0,32,"Master's degree","No","Black or African American",NA,"Conservative",NA,3,"66bea4b18306d9cfaceb202e","Anti_label","1","1",3.66666666666667,3.66666666666667,0,0.3,"0",0,0
20,-50,-50,-50,-50,-51,"9.917","225.588","236.846","2",20,-50,-50,-50,-50,-51,4,1,50,"Master's degree","No","White",NA,"Conservative",NA,1,"6788854c37d4e2626b1edb4d","Anti_none","0","1",-38.5,-38.5,0,0.1,"0",0,1
85,70,65,-35,-90,-85,"0","0","232.544","0",85,70,35,-75,-90,-85,3,1,49,"High school graduate (high school diploma or equivalent including GED)","No","White",NA,"Slightly Conservative",NA,2,"63d3fa0d6c990bc96e11becf","Anti_label","1","1",1.66666666666667,-10,-11.6666666666667,0.2,"0",11.6666666666667,1
73,54,34,29,27,24,"0","0","239.82","0",23,12,-1,-8,-30,-9,4,1,31,"Master's degree","No","Black or African American",NA,"Slightly Liberal",NA,2,"611feee3fbf3a45d9af39eeb","Anti_label","1","1",40.1666666666667,-2.16666666666667,-42.3333333333333,0.2,"0",42.3333333333333,1
50,50,-50,-90,-85,-80,"0","0","356.196","0",80,70,50,-45,80,50,4,1,32,"Bachelor's degree in college (4-year)","No","White",NA,"Liberal",NA,2,"671e0c25832887cd06cee210","Anti_label","1","1",-34.1666666666667,47.5,81.6666666666667,0.2,"0",-81.6666666666667,0
18,23,28,-34,-24,-28,"0","0","232.867","0",18,23,28,-34,-24,-28,2,1,41,"Master's degree","No","White",NA,"Moderate, Middle of Road",NA,2,"66ba47232cfa34745715c4b6","Pro_label","1","1",-2.83333333333333,-2.83333333333333,0,0.2,"1",0,0
-69,-46,-72,-20,-27,-44,"97.677","370.051","371.134","6",-69,-46,-72,-20,-27,-44,2,1,19,"Some college but no degree","No","White",NA,"Conservative",NA,3,"678d56876d2ce66b54ca53a5","Pro_none","0","1",-46.3333333333333,-46.3333333333333,0,0.3,"1",0,1
100,87,93,-70,53,-26,"0","0","240.326","0",100,87,93,-70,53,-26,3,0,22,"Bachelor's degree in college (4-year)","No","Black or African American",NA,"Extremely Conservative",NA,3,"66a3d4fafbd20e8283f73c46","Pro_label","1","1",39.5,39.5,0,0.3,"1",0,1
78,44,41,56,-36,32,"0","0","246.127","0",78,44,41,56,-36,32,3,0,40,"Bachelor's degree in college (4-year)","No","White",NA,"Liberal",NA,3,"63bc6e03a6ee3b96041c5e7c","Pro_label","1","1",35.8333333333333,35.8333333333333,0,0.3,"1",0,1
100,100,100,100,100,100,"15.103","15.103","257.478","1",100,100,100,100,100,100,3,0,52,"Bachelor's degree in college (4-year)","No","White",NA,"Moderate, Middle of Road",NA,2,"646ecd95c194e260ad764888","Pro_org","0","0",100,100,0,0.2,"1",0,1
81,84,91,-81,-86,69,"0","0","461.908","0",81,84,91,-81,-86,69,3,0,22,"Bachelor's degree in college (4-year)","No","Black or African American",NA,"Extremely Liberal",NA,2,"67893428fff9e1693cf80d4d","Anti_org","0","0",26.3333333333333,26.3333333333333,0,0.2,"0",0,0
99,100,100,75,75,76,"0","0","242.244","0",99,100,100,75,75,76,4,0,54,"High school graduate (high school diploma or equivalent including GED)","No","White",NA,"Conservative","Very Intrigued, I am very interested in the question of humanity and AI",3,"677b2be20f7a301549a7bc5c","Pro_label","1","1",87.5,87.5,0,0.3,"1",0,0
82,82,100,69,100,100,"0","0","276.499","0",84,100,83,69,100,100,1,0,29,"Bachelor's degree in college (4-year)","No","White",NA,"Slightly Liberal",NA,2,"5b87dd09019cf60001a115b3","Anti_org","0","0",88.8333333333333,89.3333333333333,0.5,0.2,"0",-0.5,1
22,-48,-20,-21,29,-33,"0","0","231.443","0",35,-31,-32,-29,-23,-45,3,1,21,"Some college but no degree","No","White",NA,"Slightly Conservative",NA,1,"678449689be31f1d45a35838","Anti_none","0","1",-11.8333333333333,-20.8333333333333,-9,0.1,"0",9,0
67,88,58,20,-26,-38,"0","0","281.104","0",67,41,58,-2,-26,-38,2,0,48,"High school graduate (high school diploma or equivalent including GED)","No","White",NA,"Liberal",NA,2,"666f76b68b89442817be678a","Anti_org","0","0",28.1666666666667,16.6666666666667,-11.5,0.2,"0",11.5,1
81,91,81,10,82,-15,"0","0","231.915","0",81,94,81,10,82,-15,2,1,21,"Some college but no degree","No","White",NA,"Extremely Liberal",NA,2,"678afca1eec3b6d5cfa4f32b","Anti_none","0","1",55,55.5,0.5,0.2,"0",-0.5,0
100,100,43,-29,10,-8,"0","0","313.361","0",100,100,63,-29,26,-8,3,0,28,"Associate degree in college (2-year)","No","Black or African American",NA,"Extremely Liberal",NA,2,"659573bd2bd155b39e35f676","Pro_org","0","0",36,42,6,0.2,"1",6,0
100,100,100,50,50,50,"2.95","258.038","259.265","3",100,100,100,50,50,50,2,1,59,"Bachelor's degree in college (4-year)","No","Black or African American,American Indian or Alaska Native",NA,"Liberal","na",2,"66632c96e56c2cc87923bf78","Pro_org","0","0",75,75,0,0.2,"1",0,0
100,72,73,51,54,39,"0","0","271.124","0",100,72,73,51,54,39,3,1,25,"Bachelor's degree in college (4-year)","No","White",NA,"Conservative",NA,2,"677505a6943a69f6883693e1","Anti_label","1","1",64.8333333333333,64.8333333333333,0,0.2,"0",0,1
100,100,100,50,100,50,"0","0","238.086","0",100,100,100,50,100,50,3,1,30,"Bachelor's degree in college (4-year)","No","White",NA,"Slightly Liberal",NA,3,"66733b0613db805ab4f05114","Pro_label","1","1",83.3333333333333,83.3333333333333,0,0.3,"1",0,1
49,100,49,-44,-56,-65,"0","0","580.386","0",49,100,49,-44,-56,-65,4,1,24,"Bachelor's degree in college (4-year)","No","White",NA,"Extremely Liberal",NA,0,"677184763869125a6d129f6c","Pro_label","1","1",5.5,5.5,0,0,"1",0,1
58,59,66,77,-49,65,"0","0","234.654","0",58,59,66,77,-49,65,1,0,67,"Bachelor's degree in college (4-year)","No","Black or African American",NA,"Moderate, Middle of Road",NA,1,"63fcfd81a075a45d1a821308","Anti_none","0","1",46,46,0,0.1,"0",0,0
-35,-21,-27,-41,-50,-42,"4.788","245.423","246.477","5",-35,-21,-27,-41,-50,-42,2,1,63,"Master's degree","No","White",NA,"Slightly Conservative",NA,2,"67842734f64201030bb06698","Anti_label","1","1",-36,-36,0,0.2,"0",0,1
65,-57,40,48,50,46,"7.459","7.459","233.2","1",65,-57,23,48,63,46,2,0,64,"Professional degree (JD, MD)","No","White",NA,"Moderate, Middle of Road","The speaker spoke mainly to government regulation as applied evenly as a whole.  Later, he argued that regulations should be geared towards a risk/benefits analysis.  Often, there are hidden risks and hidden benefits.  He didn't indicate who would be identifying the risks or the benefits.  ",2,"67585384df55b2b5e673c9f4","Anti_none","0","1",32,31.3333333333333,-0.666666666666668,0.2,"0",0.666666666666668,1
93,74,68,26,42,47,"0","0","405.693","0",37,28,23,26,42,47,3,1,23,"Bachelor's degree in college (4-year)","Yes","White",NA,"Conservative",NA,2,"61017ec830bca8b929511327","Anti_label","1","1",58.3333333333333,33.8333333333333,-24.5,0.2,"0",24.5,0
100,100,100,-82,-74,-100,"0","0","594.773","0",100,100,100,-82,-74,-100,5,1,21,"Doctoral degree","No","Black or African American",NA,"Extremely Conservative",NA,0,"678de275f6c4c5ec265f9b22","Anti_org","0","0",7.33333333333333,7.33333333333333,0,0,"0",0,1
48,51,32,0,-12,22,"0","0","258.786","0",84,87,100,82,72,98,4,0,53,"Master's degree","No","White",NA,"Liberal","n/a",2,"63614899ad49a91f1ef09067","Pro_org","0","0",23.5,87.1666666666667,63.6666666666667,0.2,"1",63.6666666666667,1
-8,-1,2,-5,-20,-2,"0","0","238.732","0",-6,1,4,-7,-22,-4,2,1,42,"Some college but no degree","No","Other:","Roma","Moderate, Middle of Road",NA,0,"651eb3bc379e71c4df3b95a7","Pro_none","0","1",-5.66666666666667,-5.66666666666667,0,0,"1",0,0
79,77,24,-28,69,100,"0","0","280.532","0",100,89,19,-22,81,100,4,1,26,"Bachelor's degree in college (4-year)","Yes","White",NA,"Liberal",NA,1,"6507705ef3ed1654806a82bc","Pro_none","0","1",53.5,61.1666666666667,7.66666666666666,0.1,"1",7.66666666666666,0
60,30,-11,40,16,80,"0","0","231.013","0",70,50,15,50,29,90,1,1,24,"Master's degree","No","White",NA,"Extremely Liberal",NA,2,"5f7b6d4a0bfbcf12109fbf1f","Anti_none","0","1",35.8333333333333,50.6666666666667,14.8333333333333,0.2,"0",-14.8333333333333,1
54,50,88,-33,17,-16,"291.268","291.268","406.668","1",54,44,72,0,-15,-7,3,1,22,"Associate degree in college (2-year)","No","White",NA,"Conservative",NA,1,"6785dc18cd0182bfc01f7c01","Anti_none","0","1",26.6666666666667,24.6666666666667,-2,0.1,"0",2,0
37,-24,15,-23,-64,-24,"0","0","283.968","0",37,-24,15,-39,-78,-60,4,1,28,"Bachelor's degree in college (4-year)","No","Asian",NA,"Moderate, Middle of Road",NA,2,"6736d9badac6c2599d5b0c5d","Anti_org","0","0",-13.8333333333333,-24.8333333333333,-11,0.2,"0",11,0
23,18,17,21,21,-17,"0","0","243.309","0",-6,-22,-16,-2,-7,-17,3,0,24,"High school graduate (high school diploma or equivalent including GED)","No","Black or African American",NA,"Conservative",NA,1,"67842c8f9be31f1d45a35416","Anti_label","1","1",13.8333333333333,-11.6666666666667,-25.5,0.1,"0",25.5,1
